75,66,-289
75,60,-279
68,60,-279
68,60,-279
66,59,-278
66,59,-278
66,59,-278
52,49,-288
52,49,-288
52,49,-288
63,61,-296
63,61,-296
63,61,-294
64,66,-294
64,66,-294
64,66,-281
65,58,-281
65,58,-281
65,58,-286
72,58,-286
72,58,-286
72,57,-283
70,57,-283
70,57,-283
63,59,-285
63,59,-285
63,59,-285
71,55,-296
71,55,-296
71,55,-296
63,52,-301
63,52,-301
63,52,-287
68,54,-287
68,54,-287
68,54,-275
65,59,-275
65,59,-275
65,62,-278
70,62,-278
70,62,-278
70,60,-291
76,60,-291
76,60,-291
62,48,-291
62,48,-291
62,48,-291
69,58,-274
69,58,-274
69,58,-274
65,56,-290
65,56,-290
65,56,-288
69,59,-288
69,59,-288
69,54,-295
70,54,-295
70,54,-295
70,52,-291
59,52,-291
59,52,-291
62,62,-293
62,62,-293
62,62,-293
65,58,-290
65,58,-290
65,58,-290
61,58,-299
61,58,-299
61,58,-299
71,67,-293
71,67,-293
71,67,-282
68,70,-282
68,70,-282
68,57,-282
64,57,-282
64,57,-282
64,46,-276
64,46,-276
64,46,-276
56,57,-289
56,57,-289
56,57,-289
62,62,-291
62,62,-291
62,62,-291
64,66,-293
64,66,-293
64,66,-285
72,68,-285
72,68,-285
72,68,-280
72,62,-280
72,62,-280
72,55,-283
83,55,-283
83,55,-283
83,60,-282
66,60,-282
66,60,-282
65,74,-290
65,74,-290
65,74,-290
69,56,-283
69,56,-283
69,56,-283
73,64,-283
73,64,-283
73,64,-284
67,42,-284
67,42,-284
67,42,-284
68,49,-284
68,49,-284
68,57,-281
67,57,-281
67,57,-281
73,50,-290
73,50,-290
73,50,-290
78,63,-293
78,63,-293
78,63,-293
59,50,-288
59,50,-288
59,50,-288
55,55,-293
55,55,-293
55,55,-291
69,58,-291
69,58,-291
69,57,-283
62,57,-283
62,57,-283
62,58,-288
70,58,-288
70,58,-288
62,59,-291
62,59,-291
62,59,-291
74,59,-280
74,59,-280
74,59,-280
76,63,-281
76,63,-281
76,63,-288
68,64,-288
68,64,-288
68,64,-296
74,62,-296
74,62,-296
74,55,-289
60,55,-289
60,55,-289
60,53,-287
70,53,-287
70,53,-287
68,68,-293
68,68,-293
68,68,-293
65,57,-286
65,57,-286
65,57,-286
65,61,-282
65,61,-282
65,61,-288
63,61,-288
63,61,-288
63,61,-284
71,57,-284
71,57,-284
71,64,-286
71,64,-286
71,64,-286
68,62,-300
68,62,-300
