-1481,-4399,-395
-1135,-4247,-185
-713,-3947,-55
-330,-3532,114
-124,-3786,314
-189,-4084,475
-662,-4558,375
-784,-4540,230
-931,-3934,277
-813,-3667,867
-731,-3621,863
-390,-3900,717
-110,-4568,610
-481,-4562,309
-1002,-3660,113
-1212,-3251,-209
-1120,-3083,-5
-577,-2348,640
-229,-1787,854
-309,-2199,944
-403,-2518,1187
-731,-2527,1034
-505,-2563,908
-132,-1744,670
-37,-2611,447
-44,-3007,474
427,-3541,538
821,-3897,634
238,-3979,646
-741,-4458,810
-813,-4378,891
-414,-4084,1010
-51,-4379,1074
-94,-4135,1113
-280,-3867,927
-271,-4199,270
-78,-4580,165
-631,-4523,230
-1589,-3051,-267
-1757,-3198,-721
-1745,-3300,-974
-1851,-3510,-1233
-1712,-3633,-1032
-1871,-3937,-735
-2718,-3399,-696
-2956,-3571,-616
-2586,-4170,-649
-2037,-4542,-890
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-4252,145
515,3719,64
555,3429,-67
264,2747,-220
117,2983,-168
342,3599,-19
713,3606,34
732,3773,14
839,3474,30
689,3773,205
515,4292,151
704,3651,-60
712,2796,-293
769,2494,-218
534,2792,-285
121,3345,-169
235,2757,-369
456,2215,-276
496,2870,-335
266,3211,-364
38,3290,-267
338,3157,-277
479,3140,-440
549,2613,-768
305,2648,-675
-34,3266,-444
-15,3813,-517
561,2262,-645
160,2104,-684
63,2588,-434
214,2834,-467
512,2758,-712
769,3438,-745
1259,3643,-572
1194,3178,-698
1000,3934,-793
757,5188,-771
1021,4678,-647
1663,4280,-923
1939,4542,-1122
1647,4795,-1126
2059,5447,-1180
2244,5327,-1165
1625,5805,-1590
277,5616,-1532
619,4568,-1117
1324,4851,-869
1573,4909,-783
1295,4164,-791
1183,4282,-1038
1349,4277,-923
2157,4181,-865
2597,4722,-695
2699,4895,-1213
25,4920,-1720
223,3624,-1068
403,3220,-333
1008,3467,-561
1377,4260,-796
1373,4947,-1016
224,4895,-1789
-176,4760,-1662
-387,5103,-946
-703,5636,-919
-580,6355,-799
-140,6885,-633
-314,5429,-1287
-879,4927,-2023
-2684,6873,2421
-2517,7170,2745
156,7856,921
2536,6471,-1290
1592,5032,-2550
509,5129,-1770
692,5582,-934
786,5526,-864
1466,4763,-1448
2958,3405,-1082
1719,4140,-637
-1234,5779,-221
-1889,5322,683
214,4794,871
1680,6815,467
1039,9305,578
-72,7323,2456
-770,4948,3765
37,4941,3210
1675,5422,2611
1636,5797,2650
-541,4850,2633
-1492,5088,3053
-1070,5762,3487
-145,5777,3672
-30,5331,3781
436,4982,4159
1663,4675,5081
430,6495,3660
1022,5622,3664
334,4562,4261
-45,4326,3546
942,4088,3643
2231,4802,2289
1544,4052,2591
2098,3221,3511
1924,643,4697
1457,1754,4348
1469,2728,4184
1367,3206,3725
262,3682,3240
-1461,3280,4197
-1188,2772,4256
-140,2061,3526
-668,2633,3843
-1439,3415,4136
-1641,2998,4202
-1401,2779,4046
-1177,2168,3723
-1013,2212,3387
-506,3819,3508
647,3524,4125
257,2780,5356
116,3044,7217
648,3197,6773
1758,4036,5898
2742,5621,6794
2717,4514,7716
1916,3859,8246
1988,4975,8578
3122,4891,7764
2950,5105,7613
3475,5140,6169
3493,4177,5888
2941,3836,5627
2520,2681,5967
2362,2426,5893
2367,2226,5843
2265,2308,5532
1887,2156,5264
1766,2714,5087
1453,2415,4367
765,2439,4538
672,3416,3954
2157,3801,4538
1925,3630,5740
1401,3781,6673
1616,3413,6140
1980,3039,5571
1920,2710,5985
2139,3257,8298
3492,3163,8022
4048,3071,6870
4287,2486,6727
4479,2375,6661
5168,2585,5503
4816,3214,4600
4070,3146,4582
4159,3494,5342
5410,5150,7369
6080,3925,6401
6114,4054,6398
5609,4151,6076
6520,3353,4917
7493,2150,3940
6542,2259,2301
4704,2730,1986
3879,2537,1651
4897,3177,2061
3631,3227,2292
2297,3514,2249
3504,2962,2171
3494,2506,2178
2634,2846,2147
2097,2503,2148
3333,2515,1675
3833,2558,1313
3056,2775,1432
3000,2893,1549
3690,3021,2207
2887,2497,2115
3201,2446,1707
4881,2582,1362
4432,1991,1042
